,name,address,postcode,latitude,longitude
37,Autohaus Sturm Claus Dietrich Sturm Inh. Klaus Kwoke,"Am Juliusturm 13, 13599 Berlin",13599,52.53771,13.22918
0,Autohaus Andreasstraße,"Andreasstraße 21A, 10243 Berlin",10243,52.51302,13.43124
1,Autohaus Golbeck,"Frankfurter Allee 34, 10247 Berlin",10247,52.51483,13.46128
2,Autohaus Stremlau,"Goethestraße 29, 13086 Berlin",13086,52.55205,13.43665
3,Citroën Autohaus,10245 Berlin,10245,52.50084,13.4629
4,Autohaus Fuentes,"Erich-Weinert-Straße 9, 10439 Berlin",10439,52.55192,13.41592
5,Autohaus Moritzplatz,"Prinzessinnenstraße, 10969 Berlin",10969,52.50296,13.41212
6,Autohaus Golbeck,"Kreutzigerstraße 28, 10247 Berlin",10247,52.5144,13.46115
7,Autohaus Gillwald,"Prinzessinnenstraße 8-10, 10969 Berlin",10969,52.50254,13.41306
8,AUTOHAUS HEUER,"An der Michaelbrücke 1, 10179 Berlin",10179,52.51293,13.42407
9,Autohaus Helinski,"Rhinstraße 58, 12681 Berlin",12681,52.51926,13.52017
10,Autohaus Maier,"Flensburger Straße 37, 10557 Berlin",10557,52.52034,13.34176
11,Autohaus Ostkreuz,"Markgrafendamm, 10245 Berlin",10245,52.50055,13.46629
12,Autohaus Lichtenberg,"Lückstraße 20, 10317 Berlin",10317,52.50112,13.4913
13,Autohaus Jahnke,"Börnestraße 4, 13086 Berlin",13086,52.54794,13.44717
14,Autohaus Ostkreuz,"Markgrafendamm 7-9, 10245 Berlin",10245,52.49886,13.46568
15,Autohaus Trapp,"Am Faulen See 103, 13053 Berlin",13053,52.55696,13.49564
16,Autohaus Petzold,"Mehringdamm 120, 10965 Berlin",10965,52.4861,13.38555
17,Autohaus Standhardt,"Coppistraße 5, 10365 Berlin",10365,52.50773,13.48624
18,Autohaus Im Friedrichshain,"Persiusstraße, 10245 Berlin",10245,52.50075,13.46275
19,Renault Autohaus Olbrich,12681 Berlin,12681,52.51823,13.5203
20,Autohaus Peter Stölting,"Quitzowstraße 72-73, 10551 Berlin",10551,52.53487,13.34248
21,Autohaus Litsche & Zahn,"Rhinstraße 54, 12681 Berlin",12681,52.51875,13.52014
22,Autohaus Dinnebier Fil. Lichtenberg,"Siegfriedstraße 79, 10365 Berlin",10365,52.53149,13.50028
23,Ford Autohaus Standhardt,"Coppistraße 5, 10365 Berlin",10365,52.50773,13.48624
24,H. Schröder Autohaus,"Thulestraße 62-64, 13189 Berlin",13189,52.55534,13.42636
25,Autohaus Am Stadion,"Eberswalder Straße 14-15, 10437 Berlin",10437,52.54117,13.40759
26,Autohaus Am Südkreuz,"General-Pape-Straße 32A, 12101 Berlin",12101,52.47808,13.36788
27,Dürkop Autohaus - Filiale Landsberger Allee,"Landsberger Allee 357, 13055 Berlin",13055,52.53592,13.51556
28,Autohaus Reinecke & Partner,"Rudolfstraße 17, 10245 Berlin",10245,52.50462,13.45234
29,Das Autohaus Automobile,"Rhinstraße 125a, 10315 Berlin",10315,52.52948,13.51727
30,Autohaus Jenssen & Partner Limited,"Böhmische Straße 17, 12055 Berlin",12055,52.47471,13.4496
31,Autohaus Hinz Nachfolger Bernd Luckow,"Naumannstraße 79, 10829 Berlin",10829,52.47936,13.36372
32,"Autohaus Friedrichsfelde, Kfz-Service Peter Kersten","Alfred-Kowalke-Straße 40, 10315 Berlin",10315,52.50594,13.51436
0,Autohaus Koch,"Marzahner Chaussee 219, 12681 Berlin",12681,52.5274,13.53419
1,Autohaus Körner,"Walsheimer Straße 2-24, 12683 Berlin",12683,52.50806,13.56372
2,Autohaus Osta,"Alt-Kaulsdorf 18, 12621 Berlin",12621,52.50491,13.58221
4,Autohaus Körner,"Walsheimer Straße 2-24, 12683 Berlin",12683,52.50806,13.56372
5,Autohaus Koch,"Marzahner Chaussee 219, 12681 Berlin",12681,52.5274,13.53419
6,Autohaus Bohn,"Roedernstraße 46, 12623 Berlin",12623,52.48313,13.5996
7,Autohaus Koch,"Marzahner Chaussee 219, 12681 Berlin",12681,52.5274,13.53419
8,Autohaus Hoffmann,"Simrockplatz 4, 12623 Berlin",12623,52.51933,13.61423
9,ASB Autohaus Berlin,"Marzahner Chaussee 234, 12681 Berlin",12681,52.53081,13.53164
10,Autohaus Berthold,"Hönower Straße 140, 12623 Berlin",12623,52.51673,13.61453
11,Autohaus Koch,"Marzahner Chaussee 222, 12681 Berlin",12681,52.5277,13.53456
12,Autohaus Berthold,"Hönower Straße 140, 12623 Berlin",12623,52.51673,13.61453
13,Autohaus Osta,"Alt-Kaulsdorf 18, 12621 Berlin",12621,52.50491,13.58221
15,Autohaus Koch,"Marzahner Chaussee 222, 12681 Berlin",12681,52.5277,13.53456
16,Autohaus Mahlsdorf,"Alt-Mahlsdorf 105, 12623 Berlin",12623,52.50457,13.61553
17,Autohaus Berthold,"Hönower Straße 140, 12623 Berlin",12623,52.51673,13.61453
18,Autohaus Gawe,"Marzahner Chaussee 234, 12681 Berlin",12681,52.53081,13.53164
21,Autohaus D. Skjellet,"Hönower Straße 100A, 12623 Berlin",12623,52.51383,13.61302
22,Autohaus Jörg Lessing,"Allee der Kosmonauten 140, 12683 Berlin",12683,52.53374,13.55467
23,Autohaus Märkische Spitze,"Märkische Allee 80A, 12681 Berlin",12681,52.52405,13.53919
24,Autohaus Jörg Lessing,"Allee der Kosmonauten 140, 12683 Berlin",12683,52.53374,13.55467
26,Autohaus Des Vertrauens Adv,"Alt-Biesdorf 49E, 12683 Berlin",12683,52.50534,13.57196
27,Typenoffen - Friseur Im Autohaus,"Marzahner Chaussee 219, 12681 Berlin",12681,52.5274,13.53419
1,Autohaus Kaufmann,"Siemensstraße 40-41, 12247 Berlin",12247,52.44002,13.32722
2,Autohaus Kaufmann,"Siemensstraße 40-41, 12247 Berlin",12247,52.44002,13.32722
13,Autohaus Recknagel,"Teltower Damm 266 B, 14167 Berlin",14167,52.41094,13.26707
16,Autohaus Kreuzinger,"Schützenstraße 17, 12165 Berlin",12165,52.4533,13.3221
18,Autohaus Max Saparautzki,"Körnerstraße 50-51, 12169 Berlin",12169,52.4591,13.32944
20,RWS Autohaus Wilmersdorf,"Birkbuschstraße 53A, 12167 Berlin",12167,52.44394,13.3318
21,Autohaus Max Saparautzki,"Körnerstraße 50-51, 12169 Berlin",12169,52.4591,13.32944
25,Autohaus Max Saparautzki,"Körnerstraße 50-51, 12169 Berlin",12169,52.4591,13.32944
27,Autohaus König Gewerbezentrum Berlin-Steglitz,"Goerzallee 117, 12207 Berlin",12207,52.42159,13.29854
0,Autohaus Lichtenrade,"Lichtenrader Damm 13, 12305 Berlin",12305,52.41339,13.40242
1,AIDA Autohaus,"Tempelhofer Weg 44-48, 12347 Berlin",12347,52.4551,13.4291
2,Autohaus Linzenburg,"Bismarckstraße 17B, 12169 Berlin",12169,52.45576,13.33872
3,AIDA Autohaus,"Johannisthaler Chaussee 401, 12351 Berlin",12351,52.42548,13.44375
4,Autohaus Berolina,"Mariendorfer Damm 169-171, 12107 Berlin",12107,52.43686,13.3887
5,AIDA Autohaus,"Johannisthaler Chaussee 403, 12351 Berlin",12351,52.42539,13.44351
6,AIDA Autohaus,"Tempelhofer Weg 44-48, 12347 Berlin",12347,52.4551,13.4291
7,Autohaus Köhr,"Jahnstraße 84, 12347 Berlin",12347,52.46038,13.4362
8,Autohaus Matthes,"Franz-Körner-Straße 75, 12347 Berlin",12347,52.45636,13.44179
9,Autohaus Witzke,"Kamenzer Damm 76, 12249 Berlin",12249,52.43449,13.36418
10,Autohaus Röbling,"Röblingstraße 136, 12105 Berlin",12105,52.45099,13.3634
11,Autohaus Springer,"Lipschitzallee 64, 12353 Berlin",12353,52.42571,13.46414
12,AIDA Autohaus,"Johannisthaler Chaussee 401, 12351 Berlin",12351,52.42548,13.44375
13,Autohaus Berolina,"Ringstraße 50, 12105 Berlin",12105,52.44246,13.37748
14,AUTOHAUS THAU,"Nunsdorfer Ring 1-5, 12277 Berlin",12277,52.40849,13.37966
15,AIDA Autohaus,"Johannisthaler Chaussee 401, 12351 Berlin",12351,52.42548,13.44375
16,Autohaus Röbling,"Röblingstraße 136, 12105 Berlin",12105,52.45099,13.3634
17,AIDA Autohaus,"Johannisthaler Chaussee 401, 12351 Berlin",12351,52.42548,13.44375
18,Autohaus Jungnickel,"Mariendorfer Damm 19, 12109 Berlin",12109,52.45122,13.38524
19,Autohaus Royal,"Bessemerstraße 42A, 12103 Berlin",12103,52.46347,13.36594
20,Autohaus Berolina,"Ringstraße 50, 12105 Berlin",12105,52.44246,13.37748
21,Autohaus Dinnebier,"Großbeerenstraße 148-158, 12277 Berlin",12277,52.43035,13.37552
22,Autohaus Berolina,"Ringstraße 50, 12105 Berlin",12105,52.44246,13.37748
23,Autohaus Lichtenrade Premium,"Lichtenrader Damm 11, 12305 Berlin",12305,52.41353,13.40207
24,Autohaus Stoyke,"Helmholtzstraße 6, 12459 Berlin",12459,52.46763,13.51227
25,Autohaus Maletzki,"Rudower Straße 11, 12351 Berlin",12351,52.4421,13.45748
26,Autohaus Dinnebier,"Großbeerenstraße 148-158, 12277 Berlin",12277,52.43035,13.37552
27,Autohaus Winterfell,"Rudower Straße 189, 12351 Berlin",12351,52.43123,13.47647
28,Autohaus Berolina,"Ringstraße 50, 12105 Berlin",12105,52.44246,13.37748
29,AIDA Autohaus,"Johannisthaler Chaussee 403, 12351 Berlin",12351,52.42539,13.44351
30,Autohaus STAHL,"Rudower Straße 108, 12351 Berlin",12351,52.43575,13.46593
31,Autohaus Augustin,"Greinerstraße 3, 12107 Berlin",12107,52.43617,13.37146
32,Autohaus Beier,"Rudower Straße 94-98, 12524 Berlin",12524,52.4228,13.525
33,Autohaus Berolina,"Ringstraße 50, 12105 Berlin",12105,52.44246,13.37748
34,Autohaus Berolina,"Ringstraße 50, 12105 Berlin",12105,52.44246,13.37748
35,Autohaus Furchtmann,"Malteserstraße 168, 12277 Berlin",12277,52.41676,13.36143
36,Autohaus Höser,"Juliusstraße 61-62, 12051 Berlin",12051,52.46369,13.44118
37,Autohaus Dinnebier,"Großbeerenstraße 148, 12277 Berlin",12277,52.43035,13.3755
38,Autohaus Ronald Bourset,"Attilastraße 101, 12247 Berlin",12247,52.44555,13.35891
39,Autohaus Ryll Wittenberge,"Springbornstraße 1, 12487 Berlin",12487,52.43534,13.50018
40,Skoda Autohaus Wunderlich,"Bismarckstraße, 12169 Berlin",12169,52.45529,13.33876
41,Autohaus Meklenborg Vertriebs,"Malteserstraße 10, 12247 Berlin",12247,52.43491,13.35287
42,Autohaus Meklenborg Vertriebs,"Malteserstraße 10, 12247 Berlin",12247,52.43491,13.35287
43,Autohaus Manfred Zellmann,"Wegedornstraße 30, 12524 Berlin",12524,52.4238,13.52584
44,Ah Autohaus Röblinstr,"Röblingstraße 136, 12105 Berlin",12105,52.45099,13.3634
45,Autohaus Meklenborg Vertriebs,"Malteserstraße 10, 12247 Berlin",12247,52.43491,13.35287
46,Autohaus Meklenborg Vertriebs,"Steglitzer Damm 62-64, 12169 Berlin",12169,52.44981,13.34788
47,Sl Autohaus Rudow,"Wittekindstraße 86, 12105 Berlin",12105,52.45503,13.37184
48,Autohaus B & C,"Lichtenrader Damm 49, 12305 Berlin",12305,52.40962,13.40431
49,BMW Autohaus Graubaum,"Köllnische Straße 10, 12439 Berlin",12439,52.45256,13.5222
51,Autohaus Wunderlich Inhaber T. Wunderlich,"Bismarckstraße 18, 12169 Berlin",12169,52.45552,13.33869
54,Autohaus Wegener Berlin C/O Filiale Britz,"Buckower Damm 100, 12349 Berlin",12349,52.43489,13.43468
55,G.A.P Autohaus Inh.Imam Özkan,"Malteserstraße 24, 12249 Berlin",12249,52.43271,13.35372
0,Autohaus Berlin,"Bruno-Bürgel-Weg 70-80, 12439 Berlin",12439,52.45385,13.54107
1,Autohaus Adlershof,"Otto-Franke-Straße 87, 12489 Berlin",12489,52.43234,13.54946
2,Schickes Autohaus,"Woltersdorfer Weg 34, 12589 Berlin",12589,52.44172,13.68759
3,Autohaus Klemke,"Joachimstraße 39, 12526 Berlin",12526,52.40345,13.57828
4,Autohaus Süd-Blick,"Normannenstraße 3, 12524 Berlin",12524,52.41946,13.54035
5,Autohaus Wegener Berlin Filiale Köpenick,"Wendenschloßstraße 26, 12559 Berlin",12559,52.44678,13.59048
6,Autohaus Wegener Berlin C/O Filiale Berlin Köpenick,"Wendenschloßstraße 26, 12559 Berlin",12559,52.44664,13.59048
3,Autohaus Weber,"Holsteiner Chaussee 91-93, 22523 Hamburg",22523,53.61679,9.9071
9,Autohaus Ulrich,"Pinneberger Chaussee 14, 22523 Hamburg",22523,53.60938,9.90297
10,Autohaus Urbach,"Pinneberger Straße 14, 22457 Hamburg",22457,53.6329,9.90841
11,Autohaus Ulrich,"Pinneberger Chaussee 14, 22523 Hamburg",22523,53.60938,9.90297
17,Autohaus Weber In Eidelstedt,"Holsteiner Chaussee 91-93, 22523 Hamburg",22523,53.61679,9.9071
21,"Autohaus Biehl, Inhaber M. Qazi","Holsteiner Chaussee 175, 22457 Hamburg",22457,53.62393,9.90884
0,Autohaus Langenhorn,"Oehleckerring 9, 22419 Hamburg",22419,53.66114,10.00563
1,Autohaus Langenhorn,"Oehleckerring 9, 22419 Hamburg",22419,53.66114,10.00563
2,Autohaus Langenhorn,"Oehleckerring 9, 22419 Hamburg",22419,53.66114,10.00563
4,Nissan Autohaus,"Poppenbütteler Bogen, 22399 Hamburg",22399,53.66886,10.06997
5,Autohaus Bornemann,"Harksheider Straße 45, 22399 Hamburg",22399,53.66333,10.07661
6,Autohaus Günther,"Poppenbütteler Bogen 33, 22399 Hamburg",22399,53.66885,10.06994
7,Belling Autohaus Niendorf,"Adlerhorst 11, 22459 Hamburg",22459,53.63126,9.95399
8,Autohaus Günther,"Poppenbütteler Bogen 33, 22399 Hamburg",22399,53.66885,10.06994
9,Belling Autohaus Niendorf,"Adlerhorst 11, 22459 Hamburg",22459,53.63126,9.95399
10,Autohaus Lehmann,"Schwarzer Weg 28, 22309 Hamburg",22309,53.6079,10.05317
12,Autohaus Günther,"Poppenbütteler Bogen 33, 22399 Hamburg",22399,53.66885,10.06994
13,Autohaus Sauer,"Steilshooper Allee 49, 22309 Hamburg",22309,53.60861,10.04998
15,Autohaus Weik,"Lademannbogen 9, 22339 Hamburg",22339,53.64754,10.03718
17,Autohaus Hume,"Papenhörn 18A, 22397 Hamburg",22397,53.68438,10.13981
19,Autohaus Bergstedt U. Müller,"Bergstedter Chaussee 214, 22395 Hamburg",22395,53.67503,10.13808
20,Autohaus Ernst Lauße,"Saseler Chaussee 36, 22391 Hamburg",22391,53.63688,10.09346
24,Autohaus Bergstedt U. Müller,"Bergstedter Chaussee 214, 22395 Hamburg",22395,53.67503,10.13808
26,Autohaus Ernst Lauße,"Saseler Chaussee 34-36, 22391 Hamburg",22391,53.63705,10.09333
7,Autohaus Petschallies Volksdorf,"Eulenkrugstraße 59, 22359 Hamburg",22359,53.6479,10.16978
11,Autohaus Herbert Hansen,"Höhenkamp 1, 22145 Braak",22145,53.60921,10.24143
14,Autohaus Peter Heyn,"Vörn Barkholt 13, 22359 Hamburg",22359,53.65304,10.16509
18,Autohaus Udo Von Ahnen,"Auf den Wöörden 56, 22359 Hamburg",22359,53.65972,10.1749
0,Autohaus Renzing,"Luruper Hauptstraße 82, 22547 Hamburg",22547,53.58707,9.87786
1,Autohaus Renzing,"Luruper Hauptstraße 82, 22547 Hamburg",22547,53.58707,9.87786
2,Autohaus Renzing,"Luruper Hauptstraße 82, 22547 Hamburg",22547,53.58707,9.87786
8,Autohaus Franke,"Bessemerweg 6A, 22761 Hamburg",22761,53.56415,9.93156
11,B & A Autohaus Finkenwerder,"Rüschwinkel 7, 21129 Hamburg",21129,53.5369,9.85452
12,Hyundai Autohaus Böttcher,"Kieler Straße 207, 22525 Hamburg",22525,53.57765,9.93652
15,Claas Wehner Autohaus,"Volksparkstraße 38,42, 22525 Hamburg",22525,53.59166,9.92276
17,Claas Wehner Autohaus,"Volksparkstraße 38,42, 22525 Hamburg",22525,53.59166,9.92276
21,Autohaus Dicks,"Cranzer Elbdeich 43, 21129 Hamburg",21129,53.5402,9.77373
26,Autohaus Rumrich Bosch Car-Service,"Luruper Hauptstraße 79, 22547 Hamburg",22547,53.58656,9.87744
0,Autohaus Mühlenkamp,"Mühlenkamp 65, 22303 Hamburg",22303,53.58341,10.00929
1,Autohaus Marienthal,"Gustav-Adolf-Straße 101, 22043 Hamburg",22043,53.57386,10.09598
2,Autohaus Turan,"Schimmelmannstraße 101, 22043 Hamburg",22043,53.5727,10.10591
3,Autohaus Günther,"Ausschläger Weg 49, 20537 Hamburg",20537,53.55042,10.03654
4,Autohaus Georgswerder,21109 Hamburg,21109,53.51821,10.02234
5,Autohaus Landahl,"Gustav-Adolf-Straße 84, 22043 Hamburg",22043,53.57501,10.10185
6,Autohaus Günther,"Ausschläger Weg 49, 20537 Hamburg",20537,53.55028,10.03661
7,Autohaus Jenfeld,"Albert-Schweitzer-Ring 39, 22045 Hamburg",22045,53.58089,10.1231
8,Autohaus Turan,"Holstenhofweg 58, 22043 Hamburg",22043,53.57136,10.10493
9,Autohaus Günther,"Ausschläger Weg 49, 20537 Hamburg",20537,53.55042,10.03654
10,Autohaus Deluxe,"Am Stadtrand 8-18, 22047 Hamburg",22047,53.58622,10.10012
11,Marita Autohaus,"Bramfelder Straße 105, 22305 Hamburg",22305,53.58937,10.05293
12,Autohaus Wiegmann,"Ausschläger Weg 72, 20537 Hamburg",20537,53.54905,10.03658
13,Autohaus Boettcher,"Billhorner Mühlenweg 24, 20539 Hamburg",20539,53.5363,10.03323
14,Autohaus Wiegmann,"Marienthaler Straße, 20535 Hamburg",20535,53.56313,10.05105
