,name,address,postcode,latitude,longitude
5,Aral,"Nettelnburger Landweg 2, 21035 Hamburg",21035,53.48671,10.18407
6,Aral,"Curslacker Neuer Deich 34, 21029 Hamburg",21029,53.48174,10.208
0,Koeln Escher Str,"Escher Straße 170, 50739 Cologne",50739,50.96559,6.93272
1,Koeln H.-Eckener-Str,"Hugo-Eckener-Straße 27 A, 50829 Köln",50829,50.97732,6.89515
2,Koeln Venloer Str. 771.,"Venloer Straße 771, 50827 Cologne",50827,50.96049,6.89373
3,Auto-Jet Waschstraßen Betriebsges.,"Oskar-Jäger-Straße 52, 50825 Köln",50825,50.94467,6.90935
4,Hjd-,"Liebigstraße 1, 50823 Köln",50823,50.95284,6.92528
5,Easy Clean,"Venloer Straße 405, 50825 Köln",50825,50.95187,6.91388
6,Koeln Neusser Str,"Neusser Straße 153, 50733 Cologne",50733,50.95843,6.95439
7,Aral,"Widdersdorfer Straße 427-431, 50933 Köln",50933,50.94698,6.88038
8,Koeln Venloer Str.166.,"Venloer Straße 166, 50823 Cologne",50823,50.94566,6.92741
9,Koeln Brauweiler Str,"Brauweilerstraße 30-32, 50859 Cologne",50859,50.94529,6.83137
10,Autowaschanlage Araksi Karanfiloglu,"Neusser Landstraße 2, 50735 Köln",50735,50.99875,6.93652
11,Aral,"Maarweg 126, 50825 Köln",50825,50.94341,6.89871
12,Aral,"Äußere Kanalstraße 90, 50827 Köln",50827,50.95859,6.90529
0,Aral,"Bergisch Gladbacher Straße 781, 51069 Cologne",51069,50.97436,7.05763
2,Aral,"Olpener Straße 1026, 51109 Köln",51109,50.94679,7.08489
4,Franz Rosmann,"Im Weidenbruch 118a, 51061 Köln",51061,50.98143,7.03363
5,Aral,"Bergisch Gladbacher Straße 417, 51067 Köln",51067,50.96771,7.03468
6,Aral,"Olpener Straße 498, 51109 Köln",51109,50.94298,7.05124
7,Aral,"Frankfurter Straße 198, 51065 Köln",51065,50.95033,7.01704
0,Onebus,"Aachener Straße 485, 50933 Köln",50933,50.93691,6.90244
1,Aral,"Aachener Straße 1100, 50858 Köln",50858,50.93828,6.84819
2,Aral,"Dürener Straße 407, 50858 Köln",50858,50.92313,6.86948
4,Aral,"Am Verteilerkreis, 50997 Köln",50997,50.89204,6.9663
5,Aral,"Aachener Straße 203-209, 50931 Köln",50931,50.93642,6.92228
8,Koeln Bonner Str,"Bonner Straße 98, 50677 Köln",50677,50.91578,6.96085
9,Mr. Wash Autoservice,"Weyerstraßerweg 1, 50969 Köln",50969,50.91902,6.94062
11,Cologne Truck Wash Eifeltor,"Am Eifeltor 1, 50997 Köln",50997,50.88781,6.92452
12,Aral,"Vogelsanger Weg 46, 50858 Köln",50858,50.93519,6.85349
13,SVG Station,50997 Cologne,50997,50.88764,6.92434
0,Aral,"Rolshover Straße 183, 51105 Köln",51105,50.92727,7.00019
1,Koeln Frankfurter Str.,"Frankfurter Straße 531, 51145 Cologne",51145,50.88212,7.08173
2,Aral,"Kölner Straße 255, 51149 Köln",51149,50.90364,7.02093
3,Starwash Waschstrasse,"Rudolf-Diesel-Straße 32, 51149 Köln",51149,50.90247,7.07315
4,Star,"Siegburger Straße 406, 51105 Köln",51105,50.91429,6.99433
5,Aral,"Rösrather Straße 521B, 51107 Cologne",51107,50.92369,7.07938
6,Cologne Truck Wash Köln-Porz,"Ettore-Bugatti-Straße 49, 51149 Köln",51149,50.90882,7.05407
7,Avia Tankstelle,"Walther-Rathenau-Straße 1, 50996 Köln",50996,50.89147,6.99727
8,Koeln Koelner Str,"Kölner Straße 108, 51149 Cologne",51149,50.89781,7.03612
9,Ferdl Röder,"Sürther Straße 76, 50996 Köln",50996,50.88528,6.99795
10,Dilman Autocenter Autowaschanlage,"Siegburger Straße 490, 51105 Köln",51105,50.91304,6.99765
11,Aral,"Kölnstraße 1, 50999 Köln",50999,50.86971,7.00531
12,Cologne Truck Wash A7,"Ettore-Bugatti-Straße 49, 51149 Köln",51149,50.9086,7.054
13,Irene Kaschel,"Leostraße 40, 51145 Köln",51145,50.89377,7.07359
0,TOP WASH Frankfurt,"Karl-von-Drais-Straße 15, 60435 Frankfurt am Main",60435,50.14867,8.67826
1,Top Wash Autopflege,"An den Postwiesen 9, 60488 Frankfurt am Main",60488,50.13939,8.62337
2,Hobby - Waschcenter,"Bockenheimer Landstraße 98-100, 60323 Frankfurt am Main",60323,50.11951,8.65815
3,Maincarcleaner,"Langweidenstraße 34, 60488 Frankfurt am Main",60488,50.13224,8.63222
5,Autowaschanlagen Haxholli,"Eckenheimer Landstraße 179, 60320 Frankfurt am Main",60320,50.13228,8.68345
7,Frankfurt,"Erich-Ollenhauer-Ring 8, 60439 Frankfurt am Main",60439,50.15893,8.63396
8,Aral,"Ludwig-Landmann-Straße 90, 60488 Frankfurt am Main",60488,50.14134,8.60972
9,BFT,"In der Römerstadt 74, 60439 Frankfurt am Main",60439,50.15584,8.64178
10,Frankfurt Eschersheimer Landstr,"Eschersheimer Landstraße 328, 60320 Frankfurt am Main",60320,50.14375,8.66918
11,Auto-Wasch-Center Wildemann,"Rödelheimer Landstraße 85, 60487 Frankfurt am Main",60487,50.1212,8.62176
12,Amores Car Polish Team,"Rödelheimer Landstraße 75-85, 60487 Frankfurt am Main",60487,50.1212,8.62176
13,Francesco Davino,"Konrad-Broßwitz-Straße 42, 60487 Frankfurt am Main",60487,50.12659,8.64183
14,Top Wash Autopflege,"Georg-Wolff-Straße 22, 60439 Frankfurt am Main",60439,50.16161,8.64432
16,Kerry Reddington,"Eschenheimer Anlage 23, 60318 Frankfurt am Main",60318,50.11902,8.68378
20,Shell,"Westerbachstraße 204, 65936 Frankfurt am Main",65936,50.1239,8.57922
22,Peter Burk,"Karl-von-Drais-Straße 15, 60435 Frankfurt am Main",60435,50.14867,8.67826
23,Autopflege Lukas,"Dunantring 125, 65936 Frankfurt am Main",65936,50.11638,8.55718
24,Frankfurt Huegelstr,"Hügelstraße 145 A, 60431 Frankfurt am Main",60431,50.14715,8.66268
25,Aral,65929 Frankfurt am Main,65929,50.11812,8.54175
0,Klöss,"Am Dachsberg 202, 60435 Frankfurt am Main",60435,50.15979,8.68902
1,Frankfurt/m. Hanauer Landst.,"Hanauer Landstraße 334, 60314 Frankfurt am Main",60314,50.12291,8.74224
3,Aral,"Ratsweg 12, 60386 Frankfurt am Main",60386,50.12354,8.72351
4,Harkan Pakoeren,"Hanauer Landstraße 334, 60314 Frankfurt am Main",60314,50.12261,8.74128
6,Aral,"Friedberger Landstraße 325, 60389 Frankfurt am Main",60389,50.14041,8.69814
7,Aral,"Friedberger Landstraße 300, 60389 Frankfurt am Main",60389,50.13362,8.69638
9,Shell,"Friedberger Landstraße 152, 60389 Frankfurt am Main",60389,50.12988,8.69434
11,MrDetail,"Friedberger Landstraße 314, 60389 Frankfurt am Main",60389,50.13456,8.69657
12,Karl Schmidt Spedition,"Uhlfelderstraße 14, 60314 Frankfurt am Main",60314,50.1177,8.74785
13,Car Beauty Shop,"Voltenseestraße 24, 60388 Frankfurt am Main",60388,50.14478,8.74139
0,Frankfurt Bolongarostr,"Bolongarostraße 63, 65934 Frankfurt am Main",65934,50.10222,8.55758
1,Autowaschanlage Ahmed Choukri,"Lärchenstraße 7, 65933 Frankfurt am Main",65933,50.09653,8.60642
2,Softy-Wash,"Goldsteinstraße 221, 60528 Frankfurt am Main",60528,50.08426,8.62369
3,Frankfurt Moerfelder Landst.,"Mörfelder Landstraße 230, 60598 Frankfurt am Main",60598,50.08887,8.66907
4,Aral,"Lyoner Straße 70, 60528 Frankfurt am Main",60528,50.07802,8.63412
5,Blitz & Blank Autoservice,"Mainzer Landstraße 371, 60326 Frankfurt am Main",60326,50.10176,8.63302
6,Frankfurt Niederraederufer.,"Niederräder Ufer 51, 60528 Frankfurt am Main",60528,50.08854,8.63585
7,Aqua Autowasch,"Schmidtstraße 49, 60326 Frankfurt am Main",60326,50.10375,8.61691
8,Aral,60528 Frankfurt am Main,60528,50.07979,8.65501
9,Frankfurt Moerfelder Land 3.,"Mörfelder Landstraße 377, 60528 Frankfurt am Main",60528,50.07552,8.65409
5,Aral,"Darmstädter Landstraße 304, 60598 Frankfurt am Main",60598,50.08979,8.69075
7,Frankfurt / Main Moerfelder.,"Mörfelder Landstraße 16, 60598 Frankfurt am Main",60598,50.10042,8.69033
10,Aral,"Hanauer Landstraße 34-40, 60314 Frankfurt am Main",60314,50.11278,8.70001
0,Helmut Westenhuber Kfz-Reinigung,"Georg-Pickl-Weg 5, 80995 München",80995,48.19445,11.52564
1,Tip-Top Autopflege,"Ponkratzstraße 1, 80995 München",80995,48.21163,11.54014
2,Muenchen Nymphenburger Str,"Nymphenburger Straße 57-59, 80335 München",80335,48.14938,11.54801
3,Shell,"Bodenseestraße 40, 81243 München",81243,48.14701,11.45139
4,Aral,"Lochhausener Straße 229, 81249 München",81249,48.1787,11.4047
5,Aral,"Schwere-Reiter-Straße 26, 80797 München",80797,48.16114,11.5566
6,Nymphenburger Kfz-Service,"Nymphenburger Straße 59, 80335 München",80335,48.14926,11.54794
7,Muenchen Frankfurter Ring.,"Frankfurter Ring 87, 80807 München",80807,48.18807,11.5807
8,Muenchen Schleissheimer Str,"Schleißheimer Straße 272, 80809 München",80809,48.17446,11.56637
9,Waldhof Ltd.,"Amalienstraße 71, 80799 München",80799,48.15055,11.57837
10,Muenchen Menziger Str,"Menzinger Straße 10, 80638 München",80638,48.16009,11.5118
11,Muenchen Schwere-Reiter- St.,"Schwere-Reiter-Straße 26, 80797 München",80797,48.16114,11.5566
12,Laslo Tarnok,"Schwere-Reiter-Straße 39, 80797 München",80797,48.16168,11.55963
13,Dollinger August Kfz-Aufbereitung,"Landsberger Straße 83-87, 80339 München",80339,48.13985,11.53522
14,Autowaschanlage Sivri,"Brieger Straße 27, 80997 München",80997,48.18216,11.4918
15,Esso,"Arnulfstraße 279, 80639 München",80639,48.15233,11.51426
16,Aral,"Landshuter Allee 163, 80637 München",80637,48.16362,11.53719
18,Cars Perfect,"Bodenseestraße 207, 81243 München",81243,48.14311,11.4301
19,Muenchen W.-Hale-Str,"Wilhelm-Hale-Straße 55, 80639 München",80639,48.14959,11.51998
20,Aral,"Nymphenburger Straße 205, 80639 München",80639,48.15747,11.52817
21,Igs-Autopflege,"Landsberger Straße 294, 80687 München",80687,48.14306,11.50204
22,Muenchen Moosacher Str,"Moosacher Straße 25, 80809 München",80809,48.18647,11.56121
23,Mandalinic Waschanlage,"Triebstraße 11, 80993 München",80993,48.18766,11.52898
24,OMV Station,"Triebstraße, 80993 München",80993,48.18668,11.53433
25,Aral,"Georg-Brauchle-Ring 27, 80992 München",80992,48.17603,11.53601
26,Mikel's Autopflegeservice,"Wiesenstraße 4, 80993 München",80993,48.18228,11.51774
27,Autohaus Forster,"Lerchenstraße 20, 80995 München",80995,48.20299,11.54379
28,Total Wash,"Moosacher Straße 36, 80809 München",80809,48.18693,11.55617
29,Muenchen Verdistr,"Verdistraße 96, 81247 München",81247,48.16513,11.46725
30,Muenchen Gundermannstr.6.,"Gundermannstraße 6, 80935 München",80935,48.20463,11.55892
31,Aral,"Landsberger Straße 423-425, 81241 München",81241,48.14504,11.47867
32,Aral,"Triebstraße 11E, 80993 München",80993,48.18771,11.53063
0,BFT Station,"Hofbräuallee, 81829 München",81829,48.14384,11.70325
1,Aral,"Otto-Perutz-Straße 1-3, 81829 München",81829,48.13794,11.71185
2,OMV Station,"Cosimastraße, 81927 München",81927,48.15545,11.62973
5,Sprint,"Riemer Straße 339, 81829 München",81829,48.14061,11.67999
7,Muenchen Ungererstr,"Ungererstraße 65, 80805 München",80805,48.1714,11.59449
8,Muenchen Leopoldstr,"Leopoldstraße 140, 80804 München",80804,48.16851,11.58673
10,Bp,"Freischützstraße 4, 81927 München",81927,48.15749,11.6423
11,Starwash Waschstraße 3363,"Maria-Probst-Straße 6, 80939 München",80939,48.19193,11.58848
12,Bp,"Riemer Straße 360, 81829 München",81829,48.14045,11.68393
13,Peter Jahrstorfer,"Joseph-Dollinger-Bogen 30, 80807 München",80807,48.1856,11.60591
14,Auto-Doc,"Domagkstraße 33, 80807 München",80807,48.1837,11.59597
15,Muenchen Grillparzerstr,"Grillparzerstraße 15, 81675 München",81675,48.13471,11.60972
16,Aral,"Richard-Strauss-Straße 70, 81679 München",81679,48.14576,11.61647
1,Muenchen Tegernseer Landstr.,"Tegernseer Landstraße 181, 81539 München",81539,48.10796,11.5803
2,Aral,"Plinganserstraße 70, 81369 München",81369,48.11226,11.53909
3,Muenchen Liesl-Karlstadts.2.,"Liesl-Karlstadt-Straße 25, 81476 München",81476,48.08456,11.49061
5,Autopflege Maul,"Kistlerhofstraße 255, 81379 München",81379,48.09397,11.50641
8,Bietsch Dienstleistungen,"Zenettistraße 11, 80337 München",80337,48.12258,11.55638
10,Aral,"Waldwiesenstraße 31, 81375 München",81375,48.11879,11.47851
11,Freunds Autopflege,"Kolumbusstraße 5A, 81543 München",81543,48.12238,11.57641
12,Aral,"Tegernseer Landstraße 174, 81539 München",81539,48.10778,11.57927
13,Ps-Sk-Reinigung,"Levkojenstraße 18, 80689 München",80689,48.1297,11.48227
14,Aral,"Kapuzinerstraße 46, 80469 München",80469,48.12384,11.56485
16,Wagenpflege Angelika Maria Schmid,"Danklstraße 16, 81371 München",81371,48.1189,11.54653
17,Aral,"Garmischer Straße 138, 81373 München",81373,48.12689,11.52189
18,1 A Car Care,"Fürstenrieder Straße 244, 81377 München",81377,48.1177,11.50205
19,Mark Brodeßer Und Hüseyin Koyun,"Kemptener Straße 27, 81475 München",81475,48.08061,11.48381
20,Polymers Fahrzeugaufbereitung,"Leutstettener Straße 35, 81477 München",81477,48.09303,11.51735
21,Aral,"Garmischer Straße 197, 81377 München",81377,48.1212,11.51927
0,Ledi Autopflege Fa. Miljaim Aliti,"Grafinger Straße 29, 81671 München",81671,48.12491,11.61095
4,OMV Topwash,"Innsbrucker Ring 153, 81669 München",81669,48.11374,11.61736
5,OMV Station,"Heinrich-Wieland-Straße, 81735 München",81735,48.11212,11.64723
6,OMV Station,"Innsbrucker Ring, 81669 München",81669,48.11268,11.61696
7,Roelko,"Hohenaschauer Straße 80, 81669 München",81669,48.11188,11.60752
8,Car Clean Station,"Rosenheimer Straße 125, 81667 München",81667,48.12588,11.59849
9,Allguth Autopflegecenter München,"Kreillerstraße 219, 81825 München",81825,48.12195,11.6641
10,Bp,"Heinrich-Wieland-Straße 2, 81735 München",81735,48.11831,11.63082
